review_status,instance_id,source_id,source_dataset,video_id,video_name,source_video_path,corrupted_video_path,question,choices_json,gold_answer,question_relation,question_type,source_bucket,generator_affected_modality,generator_corruption_type,generator_severity,generator_corruption_relevance,question_only_answerable_without_media,question_only_blind_confidence,question_only_blind_answer,source_audio_relevance,source_video_relevance,source_audio_video_joint_required,source_evidence_note,modality_quality_audio,modality_quality_video,modality_task_relevance_audio,modality_task_relevance_video,cross_modal_relation,corruption_relevance,corruption_effect,post_corruption_answerability,cross_modal_recoverability,main_answerability,risk_sensitive,recovery_source_json,recovery_audio_time_json,recovery_video_time_json,recovery_note,acceptable_routes_json,preferred_route_json,disallowed_routes_json,oracle_abstain,oracle_answerability,oracle_expected_answer,oracle_risk_level,annotation_confidence,annotator_notes
needs_human_review,src_005__音频轻度加噪,src_005,MUSIC-AVQA,,esa00000199,experiments/exp-002-diag-action-pilot/data/media/MUSIC-AVQA_200/videos/esa00000199.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_005__音频轻度加噪.mp4,Is the first sound coming from the right instrument?,"[""yes"", ""no""]",yes,Both,Location,audio_video_joint,audio,audio_noise,mild,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,yes,cautious,low,
needs_human_review,src_005__音频重度加噪,src_005,MUSIC-AVQA,,esa00000199,experiments/exp-002-diag-action-pilot/data/media/MUSIC-AVQA_200/videos/esa00000199.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_005__音频重度加噪.mp4,Is the first sound coming from the right instrument?,"[""yes"", ""no""]",yes,Both,Location,audio_video_joint,audio,audio_noise,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,yes,cautious,low,
needs_human_review,src_006__视频轻度模糊,src_006,MUSIC-AVQA,,vv00000298,experiments/exp-002-diag-action-pilot/data/media/MUSIC-AVQA_200/videos/vv00000298.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_006__视频轻度模糊.mp4,How many instruments in the video did not sound from beginning to end?,"[""1"", ""2"", ""3"", ""4""]",one,Both,Counting,audio_video_joint,video,video_blur,mild,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,one,cautious,low,
needs_human_review,src_006__视频重度遮挡,src_006,MUSIC-AVQA,,vv00000298,experiments/exp-002-diag-action-pilot/data/media/MUSIC-AVQA_200/videos/vv00000298.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_006__视频重度遮挡.mp4,How many instruments in the video did not sound from beginning to end?,"[""1"", ""2"", ""3"", ""4""]",one,Both,Counting,audio_video_joint,video,video_occlusion,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,one,cautious,low,
needs_human_review,src_006__音频重度加噪,src_006,MUSIC-AVQA,,vv00000298,experiments/exp-002-diag-action-pilot/data/media/MUSIC-AVQA_200/videos/vv00000298.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_006__音频重度加噪.mp4,How many instruments in the video did not sound from beginning to end?,"[""1"", ""2"", ""3"", ""4""]",one,Both,Counting,audio_video_joint,audio,audio_noise,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,one,cautious,low,
needs_human_review,src_006__音频静音,src_006,MUSIC-AVQA,,vv00000298,experiments/exp-002-diag-action-pilot/data/media/MUSIC-AVQA_200/videos/vv00000298.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_006__音频静音.mp4,How many instruments in the video did not sound from beginning to end?,"[""1"", ""2"", ""3"", ""4""]",one,Both,Counting,audio_video_joint,audio,audio_mute,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,one,cautious,low,
needs_human_review,src_007__视频轻度遮挡,src_007,AVQA_HF_sample,58467,sa6z0mxsBo8_000030,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/sa6z0mxsBo8_000030.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_007__视频轻度遮挡.mp4,What animal appears in the video?,"[""duck"", ""rabbit"", ""tortoise"", ""fish""]",fish,View,Which,corrupted_irrelevant_control,video,video_occlusion,mild,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,fish,cautious,low,
needs_human_review,src_007__视频重度模糊,src_007,AVQA_HF_sample,58467,sa6z0mxsBo8_000030,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/sa6z0mxsBo8_000030.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_007__视频重度模糊.mp4,What animal appears in the video?,"[""duck"", ""rabbit"", ""tortoise"", ""fish""]",fish,View,Which,corrupted_irrelevant_control,video,video_blur,severe,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,fish,cautious,low,
needs_human_review,src_007__音频重度加噪,src_007,AVQA_HF_sample,58467,sa6z0mxsBo8_000030,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/sa6z0mxsBo8_000030.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_007__音频重度加噪.mp4,What animal appears in the video?,"[""duck"", ""rabbit"", ""tortoise"", ""fish""]",fish,View,Which,corrupted_irrelevant_control,audio,audio_noise,severe,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,fish,cautious,low,
needs_human_review,src_007__音频静音,src_007,AVQA_HF_sample,58467,sa6z0mxsBo8_000030,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/sa6z0mxsBo8_000030.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_007__音频静音.mp4,What animal appears in the video?,"[""duck"", ""rabbit"", ""tortoise"", ""fish""]",fish,View,Which,corrupted_irrelevant_control,audio,audio_mute,severe,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,fish,cautious,low,
needs_human_review,src_008__视频轻度模糊,src_008,AVQA_HF_sample,63849,yzWZvlax2DM_000006,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/yzWZvlax2DM_000006.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_008__视频轻度模糊.mp4,What numbers appear in the video?,"[""twenty-seven"", ""eighty-two"", ""fifty-seven"", ""ninety-eight""]",twenty-seven,View,Which,corrupted_irrelevant_control,video,video_blur,mild,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,twenty-seven,cautious,low,
needs_human_review,src_008__视频轻度遮挡,src_008,AVQA_HF_sample,63849,yzWZvlax2DM_000006,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/yzWZvlax2DM_000006.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_008__视频轻度遮挡.mp4,What numbers appear in the video?,"[""twenty-seven"", ""eighty-two"", ""fifty-seven"", ""ninety-eight""]",twenty-seven,View,Which,corrupted_irrelevant_control,video,video_occlusion,mild,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,twenty-seven,cautious,low,
needs_human_review,src_008__音频轻度加噪,src_008,AVQA_HF_sample,63849,yzWZvlax2DM_000006,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/yzWZvlax2DM_000006.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_008__音频轻度加噪.mp4,What numbers appear in the video?,"[""twenty-seven"", ""eighty-two"", ""fifty-seven"", ""ninety-eight""]",twenty-seven,View,Which,corrupted_irrelevant_control,audio,audio_noise,mild,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,twenty-seven,cautious,low,
needs_human_review,src_008__音频重度加噪,src_008,AVQA_HF_sample,63849,yzWZvlax2DM_000006,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/yzWZvlax2DM_000006.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_008__音频重度加噪.mp4,What numbers appear in the video?,"[""twenty-seven"", ""eighty-two"", ""fifty-seven"", ""ninety-eight""]",twenty-seven,View,Which,corrupted_irrelevant_control,audio,audio_noise,severe,answer_irrelevant,unclear,low,,unclear,sufficient,no,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,twenty-seven,cautious,low,
needs_human_review,src_009__视频轻度模糊,src_009,AVQA_HF_sample,723,-_Ayj06VeIk_000010,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/-_Ayj06VeIk_000010.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_009__视频轻度模糊.mp4,What is the source of the sound in the video?,"[""aircraft"", ""motorcycle"", ""a car"", ""bus""]",a car,Both,Come From,cross_modal_conflict,video,video_blur,mild,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,a car,cautious,low,
needs_human_review,src_009__视频重度模糊,src_009,AVQA_HF_sample,723,-_Ayj06VeIk_000010,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/-_Ayj06VeIk_000010.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_009__视频重度模糊.mp4,What is the source of the sound in the video?,"[""aircraft"", ""motorcycle"", ""a car"", ""bus""]",a car,Both,Come From,cross_modal_conflict,video,video_blur,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,a car,cautious,low,
needs_human_review,src_009__音频轻度加噪,src_009,AVQA_HF_sample,723,-_Ayj06VeIk_000010,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/-_Ayj06VeIk_000010.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_009__音频轻度加噪.mp4,What is the source of the sound in the video?,"[""aircraft"", ""motorcycle"", ""a car"", ""bus""]",a car,Both,Come From,cross_modal_conflict,audio,audio_noise,mild,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,a car,cautious,low,
needs_human_review,src_009__音频重度加噪,src_009,AVQA_HF_sample,723,-_Ayj06VeIk_000010,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/-_Ayj06VeIk_000010.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_009__音频重度加噪.mp4,What is the source of the sound in the video?,"[""aircraft"", ""motorcycle"", ""a car"", ""bus""]",a car,Both,Come From,cross_modal_conflict,audio,audio_noise,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,a car,cautious,low,
needs_human_review,src_010__视频轻度模糊,src_010,AVQA_HF_sample,69663,6wuGTj3JLqk_000228,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/6wuGTj3JLqk_000228.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_010__视频轻度模糊.mp4,What are the people doing in the video?,"[""Performing oral skills"", ""machine"", ""speech"", ""Tell a story""]",Performing oral skills,Both,Happening,cross_modal_conflict,video,video_blur,mild,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,Performing oral skills,cautious,low,
needs_human_review,src_010__视频重度遮挡,src_010,AVQA_HF_sample,69663,6wuGTj3JLqk_000228,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/6wuGTj3JLqk_000228.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_010__视频重度遮挡.mp4,What are the people doing in the video?,"[""Performing oral skills"", ""machine"", ""speech"", ""Tell a story""]",Performing oral skills,Both,Happening,cross_modal_conflict,video,video_occlusion,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,Performing oral skills,cautious,low,
needs_human_review,src_010__音频轻度加噪,src_010,AVQA_HF_sample,69663,6wuGTj3JLqk_000228,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/6wuGTj3JLqk_000228.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_010__音频轻度加噪.mp4,What are the people doing in the video?,"[""Performing oral skills"", ""machine"", ""speech"", ""Tell a story""]",Performing oral skills,Both,Happening,cross_modal_conflict,audio,audio_noise,mild,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,Performing oral skills,cautious,low,
needs_human_review,src_010__音频静音,src_010,AVQA_HF_sample,69663,6wuGTj3JLqk_000228,experiments/exp-002-diag-action-pilot/data/media/AVQA_200/videos/6wuGTj3JLqk_000228.mp4,experiments/exp-002-diag-action-pilot/data/media/corrupted/src_010__音频静音.mp4,What are the people doing in the video?,"[""Performing oral skills"", ""machine"", ""speech"", ""Tell a story""]",Performing oral skills,Both,Happening,cross_modal_conflict,audio,audio_mute,severe,answer_relevant,unclear,low,,necessary,necessary,yes,,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,exclude_from_main,True,[],null,null,,[],[],[],False,partial,Performing oral skills,cautious,low,
